10min_Interval,V1,V2,V3,V4
1410,65.71505698,74.5060725,85.13005261,85.09432774
1411,66.73011528,76.69374229,92.68033763,74.87439576
1412,54.7532797,64.70783625,94.15554102,72.10499624
1413,66.17056495,73.33713335,90.07570014,75.39014873
1414,62.80989543,72.70508472,91.12880893,76.11430593
1415,67.74316905,71.98373002,93.79002225,81.6810107
1416,64.55657232,72.51816835,95.72908829,77.75224753
1417,66.25981905,61.01522321,81.55582195,77.51727794
1418,69.30384094,71.66343106,90.83133908,73.40303024
1419,65.83979542,69.04819394,89.52898942,76.97484023
1420,68.87592483,84.99826588,83.34766662,75.26618712
1421,65.45560979,70.51934161,92.27121737,81.44315861
1422,63.67074294,75.35073332,92.00819449,79.45857884
1423,66.94509271,75.2791563,84.74624276,73.02737599
1424,67.13045652,69.42631236,84.14778798,72.26828654
1425,63.14956942,68.88469469,91.01791152,77.54919802
1426,70.11419002,61.72861247,93.93061823,73.8703783
1427,58.24500775,63.36874063,82.84754433,73.37353823
1428,68.78434615,75.30255032,89.5396175,78.09067122
1429,64.07388833,71.40646187,87.0981577,75.44467299
1430,60.44609934,67.07383434,83.54309086,82.06447644
1431,64.91108778,69.89453063,86.47615721,80.41614392
1432,61.8826854,68.31990105,80.03016208,75.44709841
1433,72.79119381,73.39608234,91.37471376,73.42599253
1434,70.40941773,73.535587,83.26832261,71.31632136
1435,60.3439577,73.21129517,85.34755473,73.51627717
1436,66.13162271,74.04840021,83.339718,74.53548032
1437,63.48145882,66.97452735,91.44911329,68.39156146
1438,72.21456234,56.67822574,89.90636613,72.40703009
1439,71.50389517,69.89488145,85.45343135,73.01843655
1440,65.43131422,64.21085686,87.24051264,74.15509321
1441,62.0643352,65.06847532,89.36320334,75.48091961
1442,58.38519804,70.15533087,81.25778729,77.64332972
1443,59.26551805,67.57242066,86.93053696,71.26814155
1444,70.4693729,72.12761408,83.01468855,71.92734182
1445,70.86589582,66.35505077,77.67612511,70.95525725
1446,61.67273114,67.33833936,86.6146136,69.19656462
1447,68.26964116,64.15759579,89.38831164,81.37932855
1448,69.21788024,75.05861683,88.47249084,75.01107065
1449,69.93055858,75.96363592,89.89387299,83.99859003
1450,63.80008818,76.71384569,85.75836339,73.45570621
1451,68.99884384,75.06589516,90.50738326,72.12576502
1452,61.65325299,72.05579114,93.12653926,84.02951551
1453,75.54662165,59.28028164,84.63390609,64.12291025
1454,66.17626952,64.04068334,83.34622105,76.75894111
1455,68.538099,69.0449122,86.38564864,83.05306757
1456,60.27994745,65.75353808,82.3174446,80.16481418
1457,66.98863751,68.63613425,94.16829856,72.70228306
1458,63.77505355,72.17217888,85.65112988,79.87538747
1459,74.73143061,59.68700394,89.17071901,82.386417
1460,72.82961998,59.6211076,89.5836571,82.8579071
1461,63.25186662,65.94537441,86.85324187,83.20620711
1462,73.24624155,71.73402981,91.91469252,79.60887139
1463,70.36884647,66.25609417,86.79275092,83.87083346
1464,74.22310718,75.75475577,87.03809304,69.09965613
1465,65.40279141,69.81820018,83.05934193,76.61587885
1466,62.23669149,73.19626894,77.07630872,75.590046
1467,65.06530985,73.74476897,92.82852694,78.76250868
1468,68.41990569,64.79602395,88.59920172,72.50614328
1469,73.60224866,76.06921048,92.3299543,77.50907763
1470,57.13591231,76.56818807,90.66762705,71.74462083
1471,66.20389002,69.86005952,88.07479404,75.19082605
1472,70.75728977,66.8929472,85.72584561,78.13431736
1473,68.11199601,72.49538789,84.90132637,76.49736609
1474,67.71613109,76.38178039,84.43336792,80.6943678
1475,58.6544294,62.5228635,82.38754026,70.65874227
1476,59.19598409,64.03849044,77.37297893,74.3571914
1477,59.29148513,77.3544699,82.99626226,73.73334126
1478,65.24952041,72.38822317,85.12377932,77.35895909
1479,72.25440026,62.99549025,86.61708554,75.93008258
1480,63.30488516,73.59033154,77.30202362,82.69748218
1481,65.60153231,74.10507538,89.30557143,74.87324886
1482,65.49990189,75.93861986,83.00650851,76.75253121
1483,59.97234668,78.7442134,89.92180001,76.84946262
1484,70.34222909,78.00022373,78.54638924,77.96805398
1485,65.03560135,76.56314626,80.97886429,80.87135061
1486,66.76083697,76.36592731,82.42229337,73.29454836
1487,60.03686547,68.75937465,88.05726425,79.01873242
1488,66.90271364,75.0814101,78.75618941,80.33343078
1489,64.83765791,74.30287276,81.05322675,86.27244598
1490,61.82715437,74.67067837,86.31039231,74.71199482
1491,63.89572892,65.68127887,86.34207363,76.0521434
1492,74.42570449,73.47947787,85.95204884,77.08256624
1493,65.43614901,69.8361223,84.51748598,78.54427585
1494,60.85573791,71.92133482,81.76899059,81.88065244
1495,65.00897142,75.94817173,86.60841253,81.18754412
1496,61.23753986,68.86118455,83.24573211,72.30930647
1497,70.42604606,75.99659251,78.62537123,74.35144343
1498,65.76496334,74.72896079,84.63969649,80.18130272
1499,66.17714133,66.93287998,80.52349423,70.6765564
1500,62.48209028,83.6356168,79.64335376,81.24926705
1501,61.96147846,67.99867313,83.71634523,75.43783018
1502,61.58622165,75.22361611,82.701606,71.17773588
1503,56.5795122,69.96765933,81.48439926,70.79187003
1504,66.93706868,73.26427544,87.87368565,75.48168957
1505,72.63253426,69.53757829,83.49944129,75.68932949
1506,70.24660394,74.72012123,81.97606675,75.87420183
1507,68.97482392,76.16460299,87.69153766,69.41623907
1508,61.31073268,81.13275867,90.96692074,66.69419523
1509,62.18929686,66.86617681,90.36280785,71.55520363
1510,66.20773203,73.45463275,86.23012358,73.30523298
1511,65.62858682,72.61321375,93.68724527,76.01970595
1512,66.47415606,71.07646088,84.87125922,71.84828919
1513,60.78256837,81.41138084,93.32774444,73.47040529
1514,62.29199528,84.95272553,91.14928405,77.89319982
1515,59.99327174,71.7779,87.54610763,72.58736327
1516,57.89667397,72.33578462,80.57550722,68.25754168
1517,70.57952816,67.46514038,81.57564672,71.95597085
1518,63.20016696,74.56153704,81.75713515,70.76870042
1519,57.83496339,76.882538,84.4249055,77.47406037
1520,67.03067504,66.04117377,92.64529464,71.48330588
1521,64.9849066,82.59203386,80.30815004,69.18088067
1522,55.95350476,73.67903146,84.737157,63.76385099
1523,69.39273014,81.04302637,83.54816832,73.73591258
1524,59.58054115,68.18915877,84.44501113,77.81779344
1525,71.04347815,73.43097875,88.79050853,65.55500165
1526,60.97652402,72.91001057,85.26269274,67.50774839
1527,55.2247521,79.17903018,86.26329526,75.41274734
1528,61.90762202,78.1737542,90.08150355,80.6210106
1529,68.97881375,77.23846743,81.78145179,76.8089352
1530,63.44268625,77.82020662,91.48072896,76.95349763
1531,64.89402335,73.12733425,82.97823064,77.43807297
1532,58.35581172,85.1444023,95.2644366,64.8677274
1533,69.77611887,74.97022822,90.06030677,82.00898135
1534,64.85649932,81.00194196,85.2756446,75.30135977
1535,64.88468317,74.88006646,88.4845609,82.53866087
1536,54.79116647,74.91981234,86.99499725,78.17449516
1537,63.89765289,62.22561079,85.38703579,74.06637131
1538,61.99897003,84.60093922,91.88827846,74.36480063
1539,61.61517,71.84326638,85.65925249,65.92336462
1540,60.923365,75.04390952,83.95121113,77.84710945
1541,60.41042507,76.74074953,88.55575146,80.03899914
1542,67.31763082,73.08646201,85.01687753,71.69991776
1543,59.02141386,72.60193239,89.79309068,68.59464322
1544,64.5123216,76.68294687,77.60630075,74.81826165
1545,70.56036202,75.69988402,81.79908096,70.62000172
1546,59.12176534,70.89175437,87.23546615,76.56480497
1547,65.9652019,73.90919739,87.08462934,73.591949
1548,61.41007229,83.42511306,87.72234644,76.79021632
1549,60.69586084,73.03946139,85.33970175,77.06132568
1550,68.1160012,71.36469509,89.49038815,75.52400647
1551,61.94722341,85.03579494,96.65783501,82.08569689
1552,64.6219106,65.89088759,96.38218528,82.14127339
1553,60.31084738,78.09210363,87.49121951,76.09833732
1554,64.28019378,74.18419304,92.01798941,72.07832542
1555,61.10569609,76.5772052,85.39985779,79.33165688
1556,61.77174986,70.14679723,81.70244552,66.77630474
1557,64.36658581,76.28201343,69.32829599,82.84425305
1558,62.35089102,80.7028215,83.38462335,71.67975195
1559,62.53099457,70.01017734,94.57358465,79.69030201
1560,57.81874064,76.92267866,89.48099252,73.20566511
1561,75.21538736,75.27247717,88.15681835,75.1216484
1562,64.45267922,68.02963061,82.6312707,76.65791201
1563,57.56609864,81.26601394,86.19388346,81.3982898
1564,68.41473949,85.610002,91.69220821,71.76693634
1565,58.03048746,65.63716633,87.67484894,77.20303932
1566,61.452754,77.84328907,97.31506807,72.22010893
1567,62.69085852,73.81480447,85.85931921,76.36073377
1568,63.40409852,77.60408606,92.77379058,83.69380814
1569,62.9392672,72.9441292,83.49961618,73.88228136
1570,67.79721893,66.11468522,93.57769639,73.6576011
1571,64.20690051,72.1898779,78.16524717,78.27082753
1572,54.26802156,67.68497978,83.17582404,79.61698537
1573,59.18642356,71.96389131,91.49995707,79.80478463
1574,63.24044143,71.05871551,83.77923529,77.78515013
1575,65.62033903,75.15930256,84.98928144,85.74999012
1576,67.96599556,68.86436452,79.73651746,78.61799457
1577,68.92988158,73.4650862,93.58521422,81.53627257
1578,63.15105778,64.78471811,90.41483643,78.95118499
1579,65.84936886,75.41321108,88.86601887,73.68731294
1580,62.85827243,72.73096315,84.99202678,77.01618488
1581,61.50304494,71.95148215,82.48289678,76.55117703
1582,66.1336584,81.07377165,94.6827325,93.03213727
1583,55.53731353,73.7519473,78.47320247,77.98480654
1584,69.65983059,84.83547591,85.05783235,85.34160475
1585,68.78161862,65.24659518,90.70125254,68.80573931
1586,73.88968835,65.37025331,91.77158157,74.60215104
1587,67.25482552,72.12504119,89.95675155,71.00130532
1588,62.41430305,72.78125271,84.08597293,80.30227998
1589,71.08999542,74.87079113,90.58213273,78.3749752
1590,71.97312971,72.3056603,93.74412655,77.24364797
1591,62.59751344,64.77674338,90.92385915,81.5660081
1592,71.964883,73.73228662,85.52254004,75.7064261
1593,70.05315462,70.81439424,92.81595238,84.4318016
1594,62.63156122,68.37488522,81.42190855,79.63619149
1595,67.55525848,69.16836456,80.50877179,78.38444563
1596,74.90918233,68.77137423,88.74237874,70.07921955
1597,64.39235651,70.53074738,75.52013809,78.52990096
1598,67.38482488,75.41978098,84.86362877,80.87145974
1599,62.33050154,60.10810239,81.26549972,79.78078568
1600,64.56012906,82.19614421,89.19871594,80.50604292
1601,64.78276924,70.7943212,88.3837851,86.11810858
1602,70.55231137,76.08640426,95.42967407,73.56066868
1603,74.08815504,66.66191634,84.80690767,80.06944376
1604,71.00579755,67.86505479,80.00722986,75.7721474
1605,65.49671093,68.88408391,88.72754529,70.97117186
1606,76.52322144,69.27954901,86.42623886,81.84901005
1607,69.79936057,64.47942297,84.1145188,72.35023737
1608,64.11501719,77.48408537,85.49935602,78.1871592
1609,69.12169065,72.55077697,86.06090067,75.92423969
1610,67.52054858,65.80626309,84.29618928,80.16150729
1611,74.35327672,76.13631057,84.46020536,77.87450127
1612,71.97912303,75.76049844,89.59561878,77.31482909
1613,76.76196032,72.28825679,85.71227486,68.49173936
1614,60.6480124,67.15925741,85.92123459,76.7986786
1615,65.0983811,74.02066316,86.79002376,74.9442521
1616,67.42881959,79.25281432,83.0644172,83.62136889
1617,76.36893528,70.39703112,95.45756484,79.24187812
1618,68.49793534,71.27837465,86.66492836,74.59009471
1619,61.10814491,79.99053184,88.24819577,77.37155165
1620,66.24408663,73.3146092,81.46299262,77.71200313
1621,79.38050001,73.60084029,83.45433097,82.2580285
1622,72.61014451,63.3674645,77.35191862,79.57744449
1623,77.65367519,77.12998462,83.04676175,77.13596773
1624,81.85833929,75.6387862,82.50343637,86.36661277
1625,75.54035696,71.37690729,84.80405362,76.15903879
1626,74.20233447,64.88344632,85.03872214,77.67021025
1627,74.78328937,76.58909782,92.30156238,69.7292858
1628,72.97549864,79.33456604,92.78888126,81.90151226
1629,69.80070096,71.93587753,85.94952066,71.18480485
1630,74.07118757,68.46456173,87.05854004,79.55600738
1631,70.99635478,70.26972865,89.29283969,83.07641519
1632,69.88537831,66.8623862,85.43662398,78.69091353
1633,74.11285638,75.40421119,77.91925486,75.47992147
1634,69.36144164,71.87121719,86.30890983,80.76820139
1635,79.52099537,66.50211602,82.43429746,77.8702172
1636,77.42673692,60.8815793,87.16051555,86.95377696
1637,63.53310842,75.7013641,91.11365651,80.45729518
1638,71.60470988,64.89710052,87.58481088,80.66967612
1639,69.6141178,75.74286244,76.79206775,77.07083398
1640,73.7808786,72.60213623,91.32494734,74.71686849
1641,80.78649203,74.02530224,79.55000191,76.95401457
1642,75.30523002,72.79577273,81.3654299,83.25244352
1643,66.63768282,57.19075758,89.56654211,81.81026491
1644,70.37434765,68.60038506,88.39513746,83.78314735
1645,81.6693119,77.28741081,82.6486534,77.04943716
1646,76.45447334,70.90446461,83.46195088,77.92333703
1647,70.45473244,74.50412537,91.75492064,87.35648456
1648,66.14628831,72.9834804,92.07252093,76.74452694
1649,69.66483616,75.80047591,90.56049515,82.90700345
1650,69.26756294,71.86082581,87.16808427,75.32203322
1651,74.63745252,77.38417709,74.1119682,82.0120513
1652,74.03755278,68.63998854,87.7321954,77.83090221
1653,64.44839365,76.20001676,93.67083341,84.57649551
1654,68.36669792,83.78709221,82.76154818,70.01511532
1655,69.46966491,71.92450852,82.26283514,71.80255508
1656,83.36407997,70.95539299,88.70043105,80.80492669
1657,70.55800974,78.11234719,91.11885444,70.92273829
1658,74.78804657,76.51782537,85.38476156,76.59533211
1659,65.45047845,68.47933906,81.84772788,80.97122029
1660,57.05578612,76.14792111,78.63169761,77.21578722
1661,74.43910169,70.71403308,86.12247686,76.67784077
1662,66.13836682,77.86685266,82.37956229,82.22926805
1663,67.32947995,76.30672344,88.99459483,81.89286598
1664,69.36833839,77.97610987,77.92660377,74.58055863
1665,73.32854134,74.52889954,85.68664069,78.64829496
1666,64.54163847,72.52959305,85.04310709,74.60343154
1667,69.84603496,81.50690414,80.91850777,64.50362961
1668,64.27284448,74.61793122,79.81424968,69.90452749
1669,65.12246692,76.42196563,85.75920804,78.04209429
1670,62.95051524,72.10034531,88.53518768,74.89812383
1671,65.83682521,66.21977633,88.76727971,81.99508723
1672,73.5340937,74.97546773,82.58593375,79.54654936
1673,69.01317106,72.47271051,83.88049457,78.72864069
1674,64.58464319,71.96836063,88.65385036,77.59402566
1675,64.91814716,78.5257343,83.97962993,72.00969075
1676,68.67149512,70.86745447,81.47943131,71.1318829
1677,66.32849644,73.44840399,81.26183222,78.48525772
1678,66.84691796,74.29932901,78.399248,77.82043724
1679,62.71103441,83.32956264,88.09458239,74.09654735
1680,68.85092767,73.62816157,88.79508156,72.36815137
1681,59.52941066,78.81303179,87.74975543,78.55799494
1682,76.85683257,75.15940205,84.87099445,84.86929432
1683,69.99995783,66.20889765,90.06124144,74.36104288
1684,68.29599804,71.86295711,97.47250782,79.53308884
1685,67.19866636,74.1738289,90.08020883,80.70316423
1686,67.99431048,72.85039998,88.23468799,79.38726738
1687,67.83291324,67.84325708,87.66144938,73.75417624
1688,69.20715269,77.90676961,88.18015493,86.55881305
1689,71.78976604,77.61218067,89.77330834,79.49056045
1690,69.17059008,75.2158372,81.06714919,74.53170065
1691,62.17929788,75.1969813,87.45063377,85.00283373
1692,66.71960985,68.0910897,83.84669648,76.9136082
1693,64.29053707,66.51515287,83.80862472,81.73089005
1694,71.9774081,68.04213772,85.86621834,73.92011648
1695,71.86663525,67.58990994,85.41012876,75.09859959
1696,59.72201779,68.2011706,80.18843185,88.68089323
1697,68.90364285,69.69011225,86.89865479,72.60837271
1698,68.0619479,71.78297412,83.0872535,93.34600166
1699,56.47489896,81.39313877,77.4759337,65.82326039
1700,57.33571147,70.96256336,89.58513551,81.91412937
1701,56.01923913,70.80598058,69.71596018,75.47450888
1702,73.54103399,83.46381492,87.38164524,80.10929532
1703,66.11996508,68.72667051,89.44966658,81.06987764
1704,66.02724215,80.86688545,83.61145041,70.01345477
1705,73.23567964,71.9941011,78.35706383,79.40741435
1706,57.87566403,76.63593783,88.06078636,76.27345586
1707,74.10571973,69.93421129,77.87316629,78.06954324
1708,65.1041769,75.29697896,76.67127532,80.6402067
1709,74.17400751,73.31568147,83.57272321,83.34348457
1710,69.43587219,84.12030433,83.87632174,76.72790775
1711,69.37138723,69.02783277,85.26439881,83.34569389
1712,66.88300906,72.67757344,85.86816074,79.21073944
1713,64.94131258,74.28284179,88.63155697,85.38581343
1714,70.56762147,70.7773839,94.59217803,80.28856912
1715,57.66825819,76.26151145,85.79804281,78.84670046
1716,55.95664173,72.17308732,89.18567332,87.08193286
1717,68.16215933,69.45590729,84.76479571,83.96194455
1718,66.55489478,75.56168412,92.23076021,75.05127314
1719,64.15031186,66.01698599,88.62228742,78.66914929
1720,76.02997157,75.18288066,82.77963735,87.02022843
1721,63.30903643,81.47207189,90.33981525,85.8703263
1722,70.78605284,78.87388133,83.97240035,83.3956384
1723,66.57024175,80.72727106,79.56067766,84.46837229
1724,68.55959107,81.6444207,87.1107722,75.81239989
1725,69.238443,78.97987833,84.01236293,75.1087127
1726,67.0489401,76.07032582,92.95128598,82.03805357
1727,59.68220907,76.99990328,87.54722829,82.55701068
1728,72.23148462,72.5274888,86.79036224,78.66907897
1729,70.04975292,78.94269321,86.46977543,83.21771947
1730,66.67848056,74.79281334,79.67726358,76.77023694
1731,57.02247127,74.0075308,79.65861257,80.92524363
1732,79.38962653,80.53342285,84.57190515,93.68377656
1733,72.8524003,85.04425782,83.06056186,77.31471128
1734,68.77811416,77.09394575,86.17478078,78.18261561
1735,65.04020094,73.85384069,76.67005718,84.41287675
1736,67.76248687,73.61471352,76.78976821,83.85713083
1737,81.58128542,73.29367396,88.56133478,92.01708015
1738,66.44615451,75.97034491,78.65631804,80.7776251
1739,77.84401653,77.46500993,78.84809996,87.699793
1740,64.2256152,76.53713686,89.56450991,84.33972024
1741,66.80867106,77.64034368,80.51688494,78.26953499
1742,63.71720018,76.23738023,85.69090144,91.39819943
1743,68.44879197,76.15823124,82.03082631,89.17188511
1744,65.81876052,86.15836667,80.55924287,86.0490995
1745,78.6700178,73.05443052,80.58016908,77.26145479
1746,69.76690716,79.02302018,83.80150395,85.58424982
1747,71.09578474,72.3716043,82.92296502,84.53234499
1748,66.36068372,77.30159456,90.68066897,76.66037212
1749,63.20121679,77.38917778,81.38199342,80.71819753
1750,71.15825249,66.64538936,88.98604295,81.70255595
1751,69.78177789,69.68318088,90.57588017,79.69627333
1752,65.29657961,73.52197839,86.51367362,80.2497904
1753,68.43170143,77.0095147,87.5891652,82.73954803
1754,71.55345764,74.5909493,88.65386439,89.05567248
1755,59.93498213,72.19539723,83.33775942,79.82848131
1756,65.65351068,77.45172259,92.65957864,77.4412535
1757,56.80878955,74.43672035,89.18448744,79.64150656
1758,61.04498456,73.86482202,81.38394469,75.70981561
1759,69.99321791,74.24888068,93.04333435,76.1189623
1760,67.75683707,65.95068929,93.41511053,74.92827821
1761,68.51247444,76.40023184,78.02414678,78.13445867
1762,64.74666764,67.72210302,85.57422646,76.65442094
1763,72.64548808,75.41021229,83.25995602,83.41773806
1764,68.28022446,66.79650552,81.91235465,84.77948874
1765,65.45791934,78.44213036,86.9019971,71.22508052
1766,75.69774832,80.47214425,88.10656398,82.48082816
1767,71.74987239,74.39450519,85.3184213,80.73349246
1768,76.69357432,75.99380963,80.71781271,86.60831479
1769,63.35989523,73.86396758,88.30595927,86.44162824
1770,65.47851837,71.79886454,85.98423485,74.07172579
1771,66.77775376,75.61351438,95.77901565,82.40290285
1772,65.16778307,77.64283986,87.42262921,78.11807342
1773,67.67907496,73.2247486,90.53178432,81.52084911
1774,64.58858164,76.94956282,77.26150314,82.33151995
1775,68.43563492,70.72714634,88.94782288,83.55845752
1776,78.28605498,77.7988847,91.2985105,81.37425284
1777,65.08854989,72.36552941,88.76668755,74.60364965
1778,66.02749826,67.90515317,83.81375899,74.19394826
1779,70.49382442,74.28112578,87.58086245,78.99997045
1780,67.88934772,74.666938,87.42063563,83.14443894
1781,67.27586531,68.98995956,86.75321061,75.6129581
1782,64.54511982,67.06196284,82.73988958,76.03507719
1783,57.12113238,71.51006557,88.2968993,75.1987588
1784,71.43367978,65.67252436,78.75524978,69.95960233
1785,63.32652451,66.11954456,88.30121918,85.27104229
1786,61.9236451,66.58650212,94.77346324,69.66994877
1787,61.65528344,74.24110804,93.01694366,77.87898129
1788,68.05413393,75.93482026,96.16007076,76.05916644
1789,68.02888325,77.72605175,84.26367146,79.06363831
1790,66.47234485,73.53893731,85.2890124,84.55542652
1791,68.5089548,70.53359514,86.75127216,80.25658481
1792,67.12370405,63.56420882,85.38875987,86.28017249
1793,64.7942986,76.04961198,84.48562394,80.84360854
1794,60.33865872,78.76997275,85.01125743,79.47515263
1795,69.91432366,72.02141487,76.59446714,82.93001589
1796,64.581932,72.03302818,81.5899518,77.53336816
1797,63.81010747,73.25769657,92.59228164,79.55585513
1798,66.71286806,72.31445343,84.97170002,79.52789998
1799,71.46443343,70.76114628,88.05325222,81.41056337
1800,69.75902433,72.56037499,86.74307449,83.89280577
1801,71.17708501,66.31741928,81.49345332,77.40694053
1802,68.28280567,72.73787286,75.97109057,81.17739359
1803,72.57152136,64.51261497,83.57903118,76.72396833
1804,70.86610204,73.35029336,93.9769696,81.01098438
1805,64.53154377,68.34695256,85.5428379,78.36009482
1806,68.44826791,75.40727342,81.66501317,80.98954342
1807,59.70839544,65.08208828,76.39023334,87.02745901
1808,62.7966896,87.07951232,78.21036751,69.9673943
1809,66.45580948,69.63367822,89.32802325,70.71504493
1810,73.69244873,74.80146077,84.1577186,78.87575684
1811,56.09470763,76.2271383,82.36438308,81.95401287
1812,67.58818498,74.73025044,79.38013436,67.83924598
1813,62.22761491,78.25848336,81.26078887,69.70737128
1814,66.63339275,71.5548391,71.85414152,77.18969056
1815,69.87789568,68.72482447,85.09078963,75.19360158
1816,69.06224485,73.8496062,80.22736451,74.12436916
1817,70.45342279,76.41258555,76.47356708,72.24063316
1818,60.52339638,76.7060603,84.29680432,79.26826579
1819,58.70655474,62.19792224,90.1919722,79.03064001
1820,63.88577712,76.3540317,84.32901479,78.65775803
1821,71.01242001,78.09083103,86.12468655,84.21087408
1822,68.13709096,70.6359447,90.26823739,74.87279325
1823,59.05259233,77.75793132,86.94729479,81.91116216
1824,60.83233405,71.07227652,82.557189,74.44154217
1825,56.13501,60.23750459,83.89391224,81.34861319
1826,63.55489496,70.95054067,83.52186172,73.92273596
1827,69.26400635,69.8514749,85.49064545,69.63642447
1828,67.22598508,72.70342645,78.47070674,74.44229749
1829,67.45710781,81.46321915,92.80446222,68.92247654
1830,70.02513296,77.04139703,85.81632596,78.88123742
1831,65.87917156,71.58121091,90.52541333,85.02460534
1832,62.23594614,77.86161922,87.6699866,74.39138724
1833,63.07749617,78.054242,75.66268643,91.07320416
1834,60.4842778,77.01052849,92.98900697,73.7909662
1835,65.74662091,69.00530448,88.80718645,82.78910536
1836,67.95540429,76.24275727,78.34128842,66.79635904
1837,61.46154691,74.05742855,77.01936524,79.22266702
1838,63.07176471,72.54793611,85.58059479,77.98282238
1839,67.31046642,84.64680889,77.18811174,82.36428182
1840,72.11476533,79.37290729,83.69175074,82.07628243
1841,67.28342571,69.94198295,79.21703312,77.21429615
1842,59.75947995,72.66641017,83.6130156,76.62224335
1843,70.19744638,73.21743508,73.98482837,84.8376588
1844,61.60776909,77.97096384,86.99619348,73.29194307
1845,66.13516017,75.03711207,81.38400701,78.21360575
1846,57.67825128,73.54185337,79.95264466,76.2875709
1847,65.3011859,64.97903139,95.20891233,79.43994818
1848,68.53750422,79.3036695,81.02104362,74.60450782
1849,66.89351711,80.72223403,81.96398454,83.11994997
1850,62.85288262,73.31314597,81.44100026,86.75167341
1851,60.05536735,77.72653915,85.05400995,80.67748764
1852,55.58581945,80.88625409,79.55959173,72.14648387
1853,63.89051559,70.00165374,91.17863824,80.8304076
1854,59.59876589,75.23003568,81.03628949,74.77416149
1855,59.98674745,66.51512991,77.02274239,75.55144221
1856,63.64643349,82.94440578,84.91825857,82.05296777
1857,51.04127459,81.09986999,84.47424454,72.61797467
1858,74.63242851,83.89408148,77.03916044,76.21867125
1859,63.39078387,76.37494434,86.67860588,76.21114064
1860,64.78175105,73.77700003,87.26266967,81.6885659
1861,69.06062701,70.04932519,88.02005012,72.8677915
1862,69.45304521,73.32013351,92.41142048,78.54924983
1863,64.46047574,80.35095237,80.37455136,72.49470777
1864,62.56877529,80.9112084,83.28639909,77.86950311
1865,58.12081,80.57426296,88.79263284,81.12855454
1866,70.92642807,73.59325775,88.95080231,67.08526228
1867,58.94901651,74.28912018,83.65945906,77.69344204
1868,56.40691074,81.83189429,84.4818243,75.03837222
1869,63.02987207,87.26327709,83.32289545,80.91544971
1870,69.42999323,80.88638207,81.82165549,83.09285079
1871,69.34768283,81.89646585,81.42718635,72.58586905
1872,65.88840251,80.10537333,75.00785292,75.96870663
1873,60.14117825,82.8993222,89.01437967,79.76591142
1874,59.85146913,78.66047663,91.48123399,78.03164135
1875,65.42081977,81.42095936,83.13679397,75.78224874
1876,75.94115516,77.96540918,78.59918412,74.50567219
1877,64.37816038,65.87820526,87.06038085,75.41506047
1878,57.05503827,69.30484743,91.66176012,74.25093785
1879,59.89061812,67.44352964,82.4466973,68.55189908
1880,70.30070517,78.4683866,69.14339477,75.35692144
1881,61.9980742,73.92576792,83.07101504,89.71323161
1882,70.62116035,81.27889506,88.59449755,79.02176787
1883,66.61105879,81.90588314,77.605932,77.54353849
1884,64.05624276,74.94842999,77.01522407,79.1031408
1885,64.59412482,76.84761336,82.70371628,87.07274771
1886,66.64391286,74.00500192,86.82378483,81.31351513
1887,64.97477985,82.70925928,80.84757407,77.35349991
1888,65.47830577,72.98731521,80.24064324,78.97897353
1889,63.19833805,71.98117439,76.04177016,84.18714794
1890,68.24070109,77.14110895,85.20228946,81.02122604
1891,68.09292088,70.95172588,79.98760091,78.85402288
1892,58.5434598,75.73659141,82.93445417,81.30709933
1893,59.00987161,74.59315203,90.25202408,76.78505833
1894,58.86547091,75.22983315,83.29373747,69.56158167
1895,64.80475459,73.28228609,81.79613508,73.40795666
1896,67.86517621,79.17734657,83.28192513,69.94326694
1897,62.5054895,77.47711416,88.77071195,78.33981557
1898,67.29114979,73.64634998,79.14115371,83.55187087
1899,63.33307727,87.20311175,86.35874985,72.42610362
1900,56.37841048,75.00639426,99.73533856,77.75347992
1901,71.03100219,79.20521959,90.59256087,71.45118865
1902,61.8617291,69.62409392,90.74452711,77.11528531
1903,63.29484953,65.63120779,73.79366983,80.26981219
1904,56.7341881,78.04910055,79.62612486,82.64446562
1905,62.47304668,80.88505306,79.26112481,82.60087841
1906,69.10403031,75.29849827,81.69357531,73.40729072
1907,67.33845257,80.46274937,88.22560397,77.88535685
1908,62.74167513,76.97969778,88.93519106,77.09549195
1909,65.20113498,67.2050994,84.81237299,77.83035667
1910,73.61640968,80.31474585,93.58997232,75.33488745
1911,63.91343265,77.96374542,90.11397825,79.27830039
1912,62.42365434,69.01161134,84.89073631,71.54080875
1913,66.93497259,70.74771186,95.39240582,77.65478548
1914,63.23579605,73.06996417,83.48180826,77.48676614
1915,70.09894377,71.54212953,85.6636986,80.27624171
1916,73.20401295,68.08462286,76.81528094,67.92180526
1917,69.82759176,74.57457522,84.89028401,75.32167915
1918,63.4923982,72.06362949,86.40815147,75.49836754
1919,65.98005844,77.86029814,81.01261864,81.21438574
1920,63.83528286,77.54599876,86.38237462,77.55029953
1921,59.76456668,86.57192301,90.64297547,88.21937202
1922,69.06082568,77.98812,79.60904399,81.20705701
1923,59.67684953,83.07082313,85.42728075,67.74958425
1924,57.97006104,72.83963927,84.98279951,76.16468404
1925,68.39725975,78.12817458,88.75268438,71.20098695
1926,61.15465183,88.48739926,79.56713633,80.89505217
1927,60.63681741,74.76039999,94.32488061,71.58320648
